1868;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1869;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1870;Sea of Pago-Pago;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;741;5200;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1871;Aleutian islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18113;1157;18113;1157;18113;1157;18113;1157;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18111;1115;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1872;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1873;East Aleutians islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18329;1194;18501;1174;18329;1194;18329;1194;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18314;1182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1874;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1875;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1876;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1877;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1878;East Aleutian Trench;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18528;1172;18538;1387;18528;1172;18528;1172;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18543;1339;30;853;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1879;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1880;Amchitka;;;;Arctic;clear;;;33;;2;1873;1;0;0;0;0;0;18519;1086;18537;1086;18485;1097;18567;1103;7;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18368;1113;18462;1048;18551;1082;18621;963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1881;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1882;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1883;Kiska;;;;Arctic;clear;;;33;;2;1871;1;0;0;0;0;0;18231;1152;18233;1135;18218;1167;17999;1178;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18004;1172;18231;1131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1884;NorthEast NW Pacific Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18590;1786;18590;1786;18590;1786;18590;1786;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18652;1614;28;1246;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1885;Nortwest NW Pacific Basic;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17859;1874;17859;1874;17859;1874;17859;1874;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17914;1861;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1886;Southwest NW Pacific Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17447;2450;17447;2450;17447;2450;17447;2450;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17453;2309;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1887;South NW Pacific Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18023;2458;18023;2458;18023;2458;18023;2458;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18064;2435;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1888;Southeast NW Pacific Basin;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;18667;2262;18667;2262;18667;2262;18667;2262;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18797;2172;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1889;Wake;;;;Tropical;jungle;;;33;;3;2155;1;0;0;0;0;0;18619;2896;18618;2895;18651;2916;18603;2905;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18617;2887;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1890;East Shatski Rise;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18387;2736;18387;2736;18387;2736;18387;2736;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18437;2777;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1891;West Shatski Rise;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17995;2804;17995;2804;17995;2804;17995;2804;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17972;2834;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1892;Northwest Mid-Pacific mountains;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17502;2814;17520;2901;17502;2814;17502;2814;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17609;2775;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1893;West Minarimotishima;;;;Tropical;ocean;;;45;;0;0;0;0;0;0;0;0;17690;2989;17690;2989;17690;2989;17690;2989;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17676;3008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1894;Minamitorishima;;;;Tropical;jungle;;;0;;3;1893;1;0;0;0;0;0;17767;3009;17767;3009;17750;2985;17752;3020;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17774;3009;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1895;Northeast Minarimotishima;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17803;2935;17803;2935;17803;2935;17803;2935;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17810;2967;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1896;Southeast Minarimotishima;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17784;3077;17784;3077;17784;3077;17784;3077;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17794;3052;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1897;South Mid-Pacific Mountains;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18007;3293;18007;3293;18007;3293;18007;3293;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18056;3206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1898;Eniwetok Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18146;3573;18146;3573;18146;3573;18146;3573;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18145;3564;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1899;Eniwetok;;;;Tropical;jungle;;;35;;3;1898;1;0;0;0;0;0;18167;3648;18165;3647;18206;3624;18144;3655;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18155;3642;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1900;Ujelang Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18096;3675;18096;3675;18096;3675;18096;3675;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18084;3695;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1901;East Mariana Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18029;3821;18029;3821;18029;3821;18029;3821;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18002;3863;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1902;Sea of Palikir;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18118;4021;18118;4021;18118;4021;18118;4021;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18153;3998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1903;Palikir;;;;Tropical;jungle;;;35;;3;1902;1;0;0;0;0;0;18177;4080;18164;4078;18177;4021;18168;4086;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18131;4051;18147;4099;18189;4059;18298;4089;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1904;Palikir Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17067;4203;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17101;4170;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1905;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1906;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1907;Kwajalein Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18353;3888;18377;3910;18353;3888;18353;3888;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18357;3896;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1908;Ailinginae Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18358;3724;18310;3677;18358;3724;18358;3724;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18360;3702;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1909;Bikini;;;;Tropical;jungle;;;35;;3;1908;1;0;0;0;0;0;18427;3645;18418;3651;18369;3644;18411;3653;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18420;3638;18386;3621;18449;3605;18470;3649;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1910;Rangelap Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18511;3592;18488;3579;18511;3592;18511;3592;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18501;3582;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1911;Bikini Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18325;3560;18321;3589;18325;3560;18325;3560;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18389;3553;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1912;West Mid-Pacific Mountains;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18410;3236;18410;3236;18410;3236;18410;3236;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18423;3190;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1913;Bikar Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18772;3296;18772;3296;18772;3296;18772;3296;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18741;3152;90;3520;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1914;Taongi Sea East;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18674;3413;18701;3346;18674;3413;18674;3413;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18701;3399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1915;Taongi;;;;Tropical;jungle;;;35;;3;1914;1;0;0;0;0;0;18642;3401;18645;3403;18656;3458;18635;3407;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18637;3396;18628;3431;18592;3415;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1916;Taongi Sea West;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18553;3445;18553;3445;18553;3445;18553;3445;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18575;3473;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1917;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1918;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1919;Kwajalein;;;;Tropical;jungle;;;50;;3;1907;1;0;0;0;0;0;18453;3827;18423;3793;18426;3867;18445;3839;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18447;3821;18423;3784;18430;3752;18369;3832;18394;3862;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1920;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1921;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1922;Marshall Islands Sea;;;;Tropical;ocean;;;35;;0;0;0;0;0;0;0;0;18597;4049;18536;4074;18549;4032;18597;4049;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18700;3842;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1923;Marshall Islands;;;;Tropical;jungle;;;0;;3;1922;1;0;0;0;0;0;18610;4090;18610;4090;18610;4090;18664;3960;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18684;3947;18766;3996;18803;4011;18838;4047;18635;3894;18609;3871;18638;3855;18605;3831;18608;3808;18577;3816;18678;3955;18637;3723;18678;3955;18572;3685;18608;3692;18598;4051;18560;4011;18601;4008;18579;4029;18612;4082;18551;3788;18660;3788;-1;-1
1924;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1925;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1926;East Central Pacific Ocean;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18645;4345;18778;4353;18645;4345;18645;4345;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18800;4318;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1927;Nauru Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18535;4336;18535;4336;18535;4336;18535;4336;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18528;4314;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1928;Yaren;;;;Tropical;jungle;;;35;;3;1927;1;0;0;0;0;0;18552;4413;18552;4413;18526;4382;18541;4422;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18549;4408;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1929;Coast of  Yaren;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18482;4460;18482;4460;18482;4460;18482;4460;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18497;4452;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1930;Anibare Bay;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18620;4435;18629;4452;18620;4435;18620;4435;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18613;4452;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1931;Central Pacific Ocean;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18591;4623;18591;4623;18591;4623;18591;4623;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18654;4615;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1932;South West Philippine Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;16564;3821;16564;3821;16564;3821;16564;3821;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16594;3847;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1933;Philippine Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;16765;3651;16765;3651;16765;3651;16765;3651;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16763;3693;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1934;South Philippine Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;16942;3848;16942;3848;16942;3848;16942;3848;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16924;3844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1935;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1936;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1937;Mariane Islands;;;;Tropical;jungle;;;35;;3;1943;1;0;0;0;0;0;17330;3508;17331;3508;17365;3500;17313;3522;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17332;3364;17347;3413;17328;3497;17309;3568;17314;3659;-1;-1;-1;-1;-1;-1;-1;-1
1938;Southwest Mid-Pacific Mountains;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17507;3257;17507;3257;17507;3257;17507;3257;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17544;3322;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1939;Mariana Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17607;3748;17607;3748;17607;3748;17607;3748;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17607;3597;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1940;East Philippine Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;16996;3483;16996;3483;16996;3483;16996;3483;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17025;3436;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1941;Sea of Guam;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17332;3367;17184;3796;17362;3364;17332;3367;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17296;3838;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1942;Guam;;;;Tropical;jungle;;;40;;3;1941;1;0;0;0;0;0;17275;3763;17275;3759;17283;3808;17262;3774;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17278;3752;17235;3822;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1943;Sea of Mariane Islands;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17282;3788;17241;3543;17282;3788;17282;3788;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17411;3487;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1944;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1945;#NA;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;17731;1330;17731;1330;17731;1330;17731;1330;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1946;West Central Pacific Ocean;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;18210;4390;18210;4390;18210;4390;18210;4390;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;18215;4406;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1947;West Mariana Sea;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;17345;3980;17345;3980;17345;3980;17345;3980;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;17340;3977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1948;Perth Basin;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;15002;5666;15002;5666;15002;5666;15002;5666;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;15172;5584;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1949;South Indian Basin;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;14904;6223;14904;6223;14904;6223;14904;6223;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;14852;6208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1950;Surabaya;;;;Tropical;jungle;;;45;;2;1781;1;1;0;0;0;40;15552;4909;15595;4926;15516;4895;15576;4898;4;15532;4944;7;15551;4945;6;15647;4916;1;15634;4924;2;15582;4923;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1951;Banjuwangi;;;;Tropical;jungle;;;35;;0;0;1;0;80;0;0;50;15682;4979;15648;4983;15577;5006;15648;4983;0;15728;4986;5;15556;4984;1;-100;-100;0;-100;-100;0;15689;4966;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1952;Raba;;;;Tropical;jungle;;;35;;2;2031;1;0;0;0;0;0;15990;5011;15995;5023;16026;5018;15992;5026;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;16000;5011;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1953;Ipoh;;;;Tropical;jungle;;;35;;0;0;0;0;0;0;0;0;14978;4344;14971;4330;15941;4961;15952;4983;0;15010;4418;1;14947;4266;7;-100;-100;0;-100;-100;0;14987;4361;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1954;Besar;;;;Tropical;jungle;;;35;;2;1957;0;0;0;0;0;0;15913;5019;15908;5028;15902;4994;15915;5034;15;15931;5019;0;-100;-100;0;-100;-100;0;-100;-100;0;15905;5022;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
